water_outlet,bearing,ambient,rotor,endwind_1,endwind_2,slotside,slotopen,activewind_1,slotbottom,activewind_2,outer_yoke,endcap,Torque,IdRef,IdFbk,IqRef,IqFbk,speed,Ud,Uq,Pele_PI
24.2,26.9,24,27.325,29.4,28.8,29.8,28.9,28.6,27.7,28.5,26.6,27.6,0.57821,-0.137261,-0.150356,-0.27742,-0.670298,0.008166,0.472747,-0.015987,0.113804
24.2,26.9,24,27.325,29.38,28.78,29.78,28.88,28.58,27.7,28.49,26.61,27.61,0.53948,-0.121568,-0.372979,-0.241919,-0.231967,0.014637,-0.415031,-0.25591,0.18055
24.2,26.9,24,27.3225,29.352,28.752,29.762,28.872,28.562,27.72,28.491,26.639,27.649,0.52375,-0.167499,-0.387323,-0.433518,-0.404395,0.115856,2.188222,-1.838324,0.228146
24.2,26.89,24,27.32025,29.3168,28.7168,29.7358,28.8548,28.5558,27.768,28.5019,26.7051,27.7141,0.58891,-0.118664,-1.069963,-0.036222,-2.840389,0,1.055404,-0.474446,-2.143455
24.2,26.881,24,27.315725,29.25512,28.62512,29.64222,28.78932,28.53022,27.8312,28.50171,26.81459,27.79269,0.51928,-0.190101,-0.386013,5.126051,5.462638,0,0.33935,0.072912,0.144338
24.2,26.8729,23.99,27.3116525,29.199608,28.542608,29.547998,28.720388,28.497198,27.88808,28.501539,26.913131,27.863421,0.78021,-0.081137,-1.152579,4.329677,-2.466171,0,0.472321,0.010145,-0.36156
24.2,26.86561,23.981,27.30798725,29.1596472,28.4683472,29.4331982,28.6283492,28.4574782,27.949272,28.5013851,27.0118179,27.9370789,0.52025,-1.19903,-0.843994,1.393437,2.430617,0,0.404733,-0.245192,-1.188243
24.2,26.859049,23.9729,27.30218853,29.10368248,28.39151248,29.30987838,28.52551428,28.41173038,27.9943448,28.50124659,27.07063611,27.98337101,0.57425,-1.202364,-1.491822,2.065031,2.396118,0,0.149766,-0.252793,-1.651087
24.2,26.8531441,23.96561,27.29696967,29.01331423,28.29236123,29.16889054,28.42296285,28.35055734,28.01491032,28.49112193,27.1035725,28.00503391,0.56273,-1.194659,-1.168809,2.096095,2.609273,0,0.686534,-0.355441,-0.368199
24.2,26.84782969,23.959049,27.29477271,28.89198281,28.16312511,29.01200149,28.30066657,28.26550161,28.01341929,28.46200974,27.11321525,28.00453052,0.5683,-11.79256,-8.669192,2.147736,24.0056,0,-0.067997,-0.207078,-1.56306
24.2,26.84304672,23.9531441,27.29279543,28.75278453,28.0468126,28.88080134,28.22059991,28.20895145,28.02207736,28.45580876,27.11189372,27.98407747,12.672,-20.76784,-22.07598,35.26384,35.40474,0,-0.725686,0.675356,60.55671
24.2,26.83874205,23.95782969,27.29101589,28.61750608,27.93213134,28.77272121,28.14853992,28.1280563,27.97986962,28.41022789,27.07070435,27.92566972,14.196,-20.62539,-20.93349,35.82354,36.27224,0,-0.298873,0.827121,63.0074
24.2,26.83486784,23.96204672,27.2869143,28.49575547,27.8289182,28.67544908,28.08368593,28.04525067,27.92188266,28.3492051,27.01363392,27.85310275,13.854,-20.69119,-21.04337,35.831,36.08431,0,-0.313943,0.849265,59.81018
24.2,26.83138106,23.96584205,27.28322287,28.38617992,27.74602638,28.58790418,28.01531733,27.9607256,27.85969439,28.27428459,26.94227052,27.75779247,13.904,-20.70418,-22.0556,35.94212,36.03247,0,-0.246539,0.972545,57.55172
24.2,26.82824295,23.95925784,27.27740058,28.30756193,27.69142375,28.51911376,27.9637856,27.88465304,27.80372496,28.21685613,26.87804347,27.66201323,13.959,-21.33065,-21.01573,37.93722,38.47608,0,-0.423675,0.964047,50.34303
24.2,26.82541866,23.95333206,27.26966053,28.24680574,27.63228137,28.41720238,27.87740704,27.78618774,27.73335246,28.13517052,26.81023913,27.5758119,14.043,-23.10279,-23.2444,37.15676,36.80567,0,-0.575712,0.072052,55.37588
24.2,26.82287679,23.94799885,27.26269447,28.18212516,27.58905323,28.35548214,27.81966634,27.72756897,27.68001721,28.08165347,26.75921521,27.50823071,14.499,-21.50804,-21.1815,37.37757,37.27752,0,-0.35314,1.325936,57.76154
24.2,26.81058911,23.94319897,27.25642503,28.11391265,27.55014791,28.29993393,27.7776997,27.67481207,27.63201549,28.03348812,26.71329369,27.45740764,14.508,-21.59312,-21.57473,37.41259,36.75914,0.035462,-0.458929,0.957336,55.57496
24.2,26.7995302,23.93887907,27.25078252,28.06252138,27.52513312,28.25994054,27.73992973,27.63733086,27.59881394,27.99013931,26.67196432,27.41166688,14.567,-21.61734,-21.79706,37.32232,37.46965,0.105105,-0.207322,0.95159,59.05655
24.2,26.78957718,23.92499116,27.24570427,28.03626924,27.51261981,28.24394648,27.71593676,27.61359778,27.56893255,27.96112538,26.64476789,27.37050019,14.524,-21.59659,-21.57808,37.37096,37.58355,0.002641,-0.401707,0.832857,59.37692
24.2,26.78061946,23.91249205,27.24113384,28.03264232,27.53135783,28.24955183,27.70434308,27.612238,27.54203929,27.94501284,26.6202911,27.33345017,14.548,-21.52428,-21.57889,37.3673,34.67161,0.422042,0.038196,0.885828,58.52393
24.2,26.77255752,23.90124284,27.23452046,28.02937809,27.54822204,28.26459665,27.71390878,27.6310142,27.54783536,27.95051155,26.61826199,27.31010515,14.593,-21.51273,-21.28317,37.36569,37.08541,0.249292,-0.145322,0.894296,54.62946
24.2,26.76530177,23.89111856,27.22856841,28.04644028,27.57339984,28.27813699,27.7225179,27.64791278,27.55305183,27.9654604,26.62643579,27.28909464,14.515,-21.59362,-21.44744,37.42225,36.71809,0,0.174216,1.092,54.00586
24.2,26.75877159,23.8820067,27.22321157,28.07179625,27.60605986,28.30032329,27.75026611,27.6731215,27.57774665,27.98891436,26.64379221,27.29018517,14.688,-36.86836,-34.50899,46.8213,64.89174,5.882334,-1.033886,1.021947,102.3709
24.2,26.75289443,23.87380603,27.22089042,28.08461663,27.62545387,28.32029096,27.7652395,27.68580935,27.58997198,28.00002292,26.65941299,27.28116666,30.611,-64.12967,-64.23315,120.6242,119.2445,90.67528,-1.372865,1.958723,1393.739
24.2,26.74760499,23.86642543,27.22130137,28.08615496,27.63290848,28.31826186,27.75871555,27.68722842,27.59097478,28.00002063,26.66347169,27.26304999,53.583,-104.574,-100.7905,191.5046,188.2035,169.6236,-6.591322,7.359718,3079.235
24.2,26.74284449,23.85978289,27.23167124,28.07753947,27.60961763,28.29643568,27.71284399,27.65850557,27.5718773,27.97001857,26.65712452,27.22674499,95.28,-155.7502,-149.7301,236.5204,267.6939,300.9427,-11.35011,10.17169,5887.652
