water_outlet,bearing,ambient,rotor,endwind_1,endwind_2,slotside,slotopen,activewind_1,slotbottom,activewind_2,outer_yoke,endcap,Torque,IdRef,IdFbk,IqRef,IqFbk,speed,Ud,Uq,Pele_PI
24.2,25.9,22.6,25.875,29.6,28.4,28.8,27.2,27,26.6,26.8,27.1,27.5,3.6122,-3.802008,-2.598784,6.664672,7.119131,10.92914,1.093708,1.63746,7.256534
24.2,25.9,22.6,25.87625,29.55,28.365,28.775,27.19,26.995,26.585,26.79,27.08,27.475,2.1729,-1.222726,-1.999676,11.09122,10.83599,5.845384,0.09369,-0.023843,10.47416
24.2,25.9,22.605,25.8786875,29.4675,28.29675,28.73125,27.1705,26.97025,26.54575,26.7655,27.031,27.43125,-0.63787,-4.365915,-3.868737,-10.83628,-2.709264,17.162,-0.57605,0.269056,2.330034
24.2,25.9,22.60975,25.87850313,29.344125,28.1969125,28.6646875,27.136975,26.9367375,26.5134625,26.742225,26.99945,27.4096875,3.07,-2.136413,2.527769,3.647115,4.264423,8.455125,0.182435,-0.13101,1.035857
24.2,25.9,22.6192625,25.87832797,29.20191875,28.09206688,28.60145313,27.11012625,26.91490063,26.48278938,26.72511375,26.9644775,27.38420313,1.5309,-2.904049,-2.963867,7.902904,4.306923,8.894011,-0.860684,0.011269,5.49197
24.2,25.9,22.62829938,25.87941157,29.06182281,27.98246353,28.53638047,27.08461994,26.90415559,26.48364991,26.72885806,26.95625363,27.37499297,29.03626667,-2.68263,-2.257562,5.795967,4.212911,7.663002,-0.271395,-0.209084,7.596922
24.2,25.9,22.63688441,25.88044099,28.95373167,27.89334035,28.48456145,27.08538894,26.91894781,26.54446741,26.77741516,27.00344094,27.40624332,56.54163333,-17.19758,-28.31336,36.00664,32.0262,0,-0.668512,1.087255,100.1887
24.2,25.895,22.64504019,25.88391894,28.86604509,27.84867334,28.46533337,27.08611949,26.93800042,26.61724404,26.8335444,27.0682689,27.44593115,84.047,-67.54398,-68.17486,130.4641,120.8143,0,-1.277939,1.472967,373.1079
24.2,25.89025,22.65278818,25.889723,28.80774283,27.84123967,28.4720667,27.11181352,26.9961004,26.69138184,26.91686718,27.11485545,27.4736346,116.5235,-109.8225,-109.7499,194.3661,192.3214,0,-2.320821,2.415231,716.4557
24.2,25.8907375,22.65514877,25.89648685,28.75235569,27.85417769,28.50346337,27.15622284,27.06629538,26.76181275,27.01102382,27.15411268,27.49995287,149,-170.7463,-167.6324,277.6833,275.4112,0,-1.585696,3.031881,2176.887
24.2,25.89120063,22.65239133,25.9016625,28.70973791,27.8764688,28.5332902,27.1984117,27.12798061,26.80872211,27.09047263,27.17140705,27.50495522,153.02,-183.2216,-184.2531,317.835,318.843,3.628231,-1.081754,2.959635,2146.458
