water_outlet,bearing,ambient,rotor,endwind_1,endwind_2,slotside,slotopen,activewind_1,slotbottom,activewind_2,outer_yoke,endcap,Torque,IdRef,IdFbk,IqRef,IqFbk,speed,Ud,Uq,Pele_PI
19.8,20,17.9,19.825,20.5,20.1,20.5,20.9,19.4,20.2,19.3,20.2,20.3,2.0375,-2.15899,-1.748484,3.58593,1.840317,8.681561,0.006845,0.420049,2.747291
19.8,20,17.9,19.82125,20.49,20.095,20.495,20.9,19.395,20.205,19.3,20.21,20.315,2.3444,-1.909371,-1.471622,2.479795,3.351977,10.11041,-0.305974,0.661668,1.141448
19.8,20,17.9,19.8201875,20.4755,20.09025,20.49525,20.905,19.39525,20.20475,19.3,20.2145,20.32925,2.071,-1.207731,-1.667227,1.943686,1.989452,10.55173,0.52025,-0.067111,0.295251
19.8,20,17.905,19.81917813,20.461725,20.0757375,20.4854875,20.90975,19.3904875,20.1995125,19.3,20.213775,20.3377875,1.9441,-2.59538,-2.005598,2.908938,2.291787,9.51203,0.443082,0.75578,-2.70628
19.8,20,17.91975,19.81071922,20.39863875,20.01695063,20.42621313,20.8642625,19.35096313,20.19953688,19.28,20.23308625,20.37089813,1.4257,-1.088772,-1.517489,1.379964,1.370677,10.81715,0.049621,0.793973,0.589157
19.8,20,17.9337625,19.80768326,20.32870681,19.95610309,20.36990247,20.81604938,19.30341497,20.17956003,19.246,20.23643194,20.38235322,0.95158,-2.159066,-2.004047,3.268311,4.270818,10.31552,0.211756,0.340933,1.871627
19.8,20,17.95707438,19.80854909,20.30227147,19.91829794,20.32640735,20.78524691,19.27824422,20.16058203,19.2287,20.22461034,20.37323556,1.9498,-2.394413,-2.717376,2.134744,2.379654,9.674107,0.155745,0.136998,2.020183
19.8,20,17.98422066,19.80562164,20.2821579,19.90238304,20.31008698,20.77098456,19.26433201,20.14755293,19.217265,20.21837982,20.38457378,2.0763,-1.808041,0.095131,6.969528,0.897632,6.82344,-0.653649,1.332526,5.293947
19.8,20,18.01000962,19.80659056,20.26305,19.88226389,20.29458263,20.76743533,19.26111541,20.13017528,19.21140175,20.20246083,20.38534509,1.9418,-5.060062,-4.352067,4.800522,-2.221025,3.87213,0.518253,6.449343,2.110681
19.8,20,18.03950914,19.80751103,20.2598975,19.8731507,20.2898535,20.77406357,19.25805964,20.11866652,19.20583166,20.19733779,20.39107784,1.8344,-2.397512,-1.181493,1.684484,2.655527,11.30321,-0.442586,0.442421,0.890645
19.8,20,18.07253369,19.80213548,20.26190263,19.87449316,20.28536082,20.77036039,19.25515666,20.12273319,19.20554008,20.2074709,20.41152394,1.39,-0.430522,-0.648588,1.809163,0.544312,11.34172,-0.099935,0.597979,1.364212
19.8,20,18.108907,19.8020287,20.2788075,19.8857685,20.28609278,20.77184237,19.25239882,20.12159653,19.20526308,20.21709736,20.43094775,0.93783,-2.001077,-2.04261,3.610622,1.916239,10.64065,0.216683,0.894905,-0.843662
19.8,20,18.14346165,19.80442727,20.28986712,19.89648008,20.29178814,20.76825025,19.23977888,20.11551671,19.19499992,20.21624249,20.43440036,2.0903,-1.917303,-1.825562,2.243809,1.217916,8.665746,0.170954,-0.137232,2.688847
19.8,20,18.18128857,19.80170591,20.28037377,19.89165607,20.28219874,20.75483774,19.21278994,20.09474087,19.16524993,20.20043036,20.41768034,2.3846,-1.72004,-2.108347,2.214846,2.536313,11.44657,0.22956,-0.380549,-1.94909
19.8,20,18.21222414,19.80287061,20.27635508,19.86707327,20.2330888,20.70709585,19.16715044,20.05500383,19.12198743,20.16040885,20.37679632,2.0186,-1.271048,-1.044252,2.381069,2.147634,10.15897,0.289975,0.252942,1.152063
19.8,20,18.23661293,19.80022708,20.25253732,19.81871961,20.16143436,20.64674106,19.11379292,20.00725364,19.07088806,20.1223884,20.34295651,2.0513,-2.335923,1.013519,2.832886,2.408682,9.558847,0.448145,0.128052,1.120735
19.8,20,18.24978229,19.79271573,20.24491046,19.80778363,20.14836264,20.63440401,19.10810327,20.01189095,19.07234365,20.12126898,20.34580868,1.5243,-1.043807,-1.638509,-0.516853,1.051806,12.70294,-0.024458,0.599681,0.385605
19.8,20,18.25229317,19.79182994,20.27766493,19.83739444,20.17594451,20.65268381,19.12769811,20.02129641,19.08872647,20.14020553,20.36351825,1.9269,-5.970962,-4.864948,3.238934,8.230757,17.44843,-2.730932,0.384411,1.498208
19.8,20,18.24467851,19.79098844,20.28378169,19.84552472,20.19714728,20.67004961,19.1363132,20.00523159,19.08929015,20.13319526,20.36034234,1.9027,-2.27478,-2.669264,5.976216,3.647055,8.558541,-0.263323,0.478483,1.729704
19.8,20,18.23244459,19.78393902,20.2745926,19.83824849,20.19728992,20.66654713,19.12449754,19.97497001,19.07482564,20.10653549,20.34232522,2.1919,-4.189587,-2.969803,2.134842,4.979891,14.2784,0.102864,0.365538,0.275627
19.8,20,18.21582236,19.78224207,20.27586297,19.83633606,20.20242542,20.66821978,19.11827267,19.96622151,19.06608436,20.09620872,20.33520896,2.1163,-1.300742,-0.908038,3.116245,3.387923,10.50532,0.068742,0.216698,1.377653
19.8,20,18.20003124,19.77937997,20.31206982,19.86451926,20.23230415,20.69480879,19.13235903,19.97291043,19.07778014,20.10139828,20.33844851,1.7383,-1.91679,-1.816535,2.683581,3.177829,9.842436,0.320464,0.033956,2.656353
19.8,20,18.18502968,19.77166097,20.31646633,19.8712933,20.24568894,20.72006835,19.16074108,19.99926491,19.10389113,20.13132837,20.36652609,1.3926,-1.623919,-1.959795,2.03818,2.078255,10.38976,0.667541,1.535052,1.240212
19.8,20,18.16577819,19.77307792,20.30564302,19.87272863,20.2484045,20.73906493,19.18270403,20.02930166,19.12869658,20.16476195,20.39319978,1.0972,-1.914775,-1.715123,3.583216,3.563759,9.889853,0.18196,0.595908,0.285074
19.8,20,18.14748928,19.77692402,20.24036087,19.8140922,20.20098427,20.72211169,19.17356883,20.02783658,19.12726175,20.16652385,20.38853979,2.104,-2.06814,-2.395339,2.854419,3.755567,9.607707,-0.022785,0.334669,3.308993
19.8,20,18.13011482,19.77432782,20.16834282,19.74338759,20.13093506,20.6710061,19.13989039,20.01644475,19.10089866,20.15819766,20.3891128,2.3496,-1.973481,-2.125937,2.667346,2.760016,11.22539,-0.178694,-0.159881,1.890144
19.8,20,18.11360908,19.77311143,20.15492568,19.73621821,20.12438831,20.6624558,19.13289587,20.00562251,19.09085373,20.15028778,20.37965716,1.4893,-0.083874,-1.691625,1.638623,0.924286,7.683688,0.048605,0.125688,1.251709
19.8,20,18.09792863,19.77070586,20.1671794,19.7544073,20.14316889,20.67933301,19.14625107,20.01534139,19.10131104,20.16777339,20.3906743,2.4915,-4.762675,-4.790345,-2.151548,1.956497,12.11737,1.093824,-1.281702,3.279569
19.8,20,18.08303219,19.76342057,20.15882043,19.75668693,20.14601045,20.68036636,19.14893852,20.02957432,19.11124549,20.17938472,20.39114059,1.2609,-1.671247,-1.580031,2.010975,1.933466,10.3248,-0.176968,0.186488,0.839488
19.8,20,18.06888058,19.76399954,20.16087941,19.76385259,20.15370992,20.68134804,19.14149159,20.0330956,19.11068322,20.18041548,20.39158356,0.783,-1.50691,-1.751214,0.962368,1.654344,11.16019,0.561156,0.140061,0.920764
19.8,20,18.05543656,19.77204956,20.18283544,19.78565996,20.16602443,20.68728064,19.13941701,20.04644082,19.12014905,20.20139471,20.41200438,2.1738,-2.198148,-1.874988,1.804986,3.697227,9.916785,0.495042,0.392584,1.053391
19.805,20,18.04266473,19.77219708,20.18369366,19.78637696,20.16272321,20.6779166,19.12744616,20.04911878,19.1191416,20.21132497,20.42640416,2.3365,-1.618193,-1.506064,1.917994,2.537742,12.12371,0.045385,0.18491,2.245095
19.80975,20,18.03053149,19.77358723,20.19950898,19.79705811,20.16458705,20.66902077,19.11107385,20.02166284,19.09818452,20.17575873,20.39508395,2.006,-2.181866,-2.502403,3.177423,3.322074,10.47179,-0.484264,1.374091,1.46788
19.8142625,20,18.01900492,19.77115787,20.21953353,19.79220521,20.16635769,20.66556974,19.09552016,20.0155797,19.0882753,20.17197079,20.40032976,1.9843,-1.852781,-1.580944,3.477153,2.861811,9.931019,0.607504,0.232466,1.775304
19.81854938,20,18.00805467,19.76009997,20.25355686,19.80259495,20.19303981,20.69729125,19.11574415,20.03980072,19.10886153,20.19837225,20.43531327,1.455,-1.766376,-1.813046,2.976552,3.338358,10.15238,-0.329733,-0.183331,2.514369
19.82262191,20,17.99765194,19.75834498,20.29087901,19.8224652,20.22838782,20.74242669,19.15495695,20.07281068,19.14341845,20.23345364,20.47354761,1.1411,-2.910168,-2.184778,3.589276,4.372925,11.75484,0.716415,0.261049,0.991039
19.82649081,20,17.99276934,19.76167773,20.30633506,19.83634194,20.23696843,20.75530535,19.1622091,20.07417015,19.15124753,20.23678096,20.47987023,1.7768,-1.104379,-1.427527,2.965144,1.578579,6.408253,0.246152,0.827884,2.346058
19.83016627,20,17.99813087,19.76109384,20.30101831,19.83452484,20.22012001,20.73754008,19.14409864,20.04046164,19.12368515,20.20994191,20.46087671,2.2874,-1.979093,-3.932329,-9.514116,-2.653134,22.77007,-0.282183,-1.888511,1.346025
19.83365796,20,18.00322433,19.76553915,20.30596739,19.8427986,20.21911401,20.73066308,19.13689371,20.01843856,19.1075009,20.19444481,20.44783288,2.4103,-1.749028,-0.964913,2.932976,2.72679,9.737616,-0.100339,-0.148782,0.788875
19.83697506,20,18.00306311,19.76226219,20.32566902,19.86565867,20.23815831,20.74412993,19.14504903,20.01751663,19.10712585,20.19972257,20.45544123,1.8274,-1.379186,-0.549936,2.638814,2.126598,7.274528,0.874446,0.481933,4.032477
19.84012631,20,17.99790996,19.75164908,20.33938557,19.88237574,20.25125039,20.76192343,19.15779657,20.0316408,19.11676956,20.20973644,20.46766917,1.3728,-2.066675,-0.920714,3.304964,3.840687,10.29266,-0.184406,-0.232123,-0.145335
19.84311999,20,17.99801446,19.75031663,20.33241629,19.88325695,20.25868787,20.76882726,19.15490675,20.03005876,19.11593108,20.20924962,20.47428571,1.0641,-1.987109,-2.04006,2.559907,3.624978,10.68556,0.040461,0.10096,0.004627
19.84596399,20,18.00311374,19.7578008,20.29079548,19.8590941,20.24575348,20.7603859,19.13716141,20.00355582,19.09013453,20.17378714,20.43557143,2.1777,-2.37142,-1.720245,4.170688,3.749416,10.18377,0.022816,0.15174,-0.957525
19.84866579,20,18.01295805,19.75866076,20.19625571,19.7861394,20.1934658,20.7373666,19.12030334,19.99837803,19.0756278,20.16009778,20.42379286,2.3151,-1.693195,-1.3736,2.231785,2.311659,11.11719,0.29811,0.253462,1.718765
19.8512325,20,18.02731015,19.76322772,20.15644292,19.76183243,20.18379251,20.74549827,19.12928817,20.00845913,19.08684641,20.16209289,20.42760321,2.024,-1.728231,-1.791868,2.737401,3.064303,10.18145,-0.151272,-0.558456,0.822865
19.85367088,20,18.05094464,19.76381633,20.16362077,19.77374081,20.20960289,20.77322336,19.15782376,20.02803617,19.10750409,20.18898825,20.45622305,1.9961,-1.98482,-1.371081,3.526797,3.448053,12.255,0.106058,0.30927,1.511375
19.85598733,20,18.07339741,19.75562552,20.18543974,19.80005377,20.23412274,20.79456219,19.18493257,20.06163436,19.13712889,20.21453884,20.4734119,1.6059,-1.074414,-1.34161,6.612047,2.717243,2.29921,0.145398,1.695306,12.9844
19.85818797,20,18.09472754,19.75284424,20.19116775,19.81505108,20.25241661,20.80483408,19.20068595,20.07355264,19.15027244,20.21881189,20.47474131,1.028,-1.628929,-2.224274,1.114496,-4.253902,1.326424,-0.296114,0.72803,3.383786
19.86027857,20,18.11499116,19.75895203,20.19660936,19.83429852,20.26479578,20.79959238,19.20065165,20.08487501,19.15775882,20.2228713,20.47600424,2.2753,-3.546162,-2.19843,6.07065,5.075305,14.79146,0.011629,0.218697,-1.455349
19.86226464,20,18.1392416,19.76225443,20.19677889,19.8375836,20.27155599,20.79461276,19.20561907,20.10063126,19.16987088,20.23172773,20.47720403,2.4194,-1.248969,-2.000748,1.661634,1.624761,10.30405,-0.231653,0.040946,1.528962
19.86415141,20,18.16227952,19.76789171,20.20693995,19.84570442,20.27297819,20.78488212,19.20533811,20.1105997,19.17637733,20.24014135,20.47834383,1.9779,-1.422078,-1.468616,2.945918,2.905409,10.19866,-0.084936,0.23599,0.19042
19.86594384,20,18.17916555,19.77074712,20.22659295,19.8534192,20.26932928,20.77563801,19.19507121,20.10506971,19.16755847,20.23813428,20.47442664,1.9143,-1.644001,-1.901583,3.490397,2.832038,9.94589,-0.17649,0.710729,2.805035
